user_id,assignment_group,listener_cohort,market,primary_device,total_sessions,avg_duration_min,pct_30min,post_search_sessions,total_saves,total_artist_follows,total_new_artists,avg_diversity,retained_day_7,retained_day_14,retained_day_28
u_00026,treatment_ai_dj,mood_context_listener,US,car,36,36.495555555555555,0.7222222222222222,7,45,7,85,0.5261388888888888,1,1,1
u_00027,control_standard_recs,casual_listener,UK,speaker,20,27.0645,0.35,1,11,2,37,0.6935,1,1,0
u_00028,treatment_ai_dj,mood_context_listener,US,mobile,28,37.222857142857144,0.75,10,45,7,81,0.2719285714285714,1,1,0
u_00029,treatment_ai_dj,discovery_seeker,US,car,37,46.11081081081081,0.972972972972973,6,59,9,90,0.5175405405405406,1,1,1
u_00030,control_standard_recs,mood_context_listener,US,mobile,25,37.797599999999996,0.88,2,29,4,47,0.2072,1,1,1
u_00031,treatment_ai_dj,genre_loyalist,CA,mobile,21,46.94047619047619,1.0,2,37,5,48,0.650047619047619,1,1,1
u_00032,control_standard_recs,heavy_playlist_user,CA,mobile,34,12.300588235294116,0.0,5,11,0,56,0.7092352941176471,1,1,0
u_00033,control_standard_recs,mood_context_listener,UK,mobile,25,26.5732,0.32,3,21,2,43,0.34696,1,1,0
u_00034,treatment_ai_dj,discovery_seeker,US,mobile,26,45.00615384615385,1.0,4,39,3,48,0.4481538461538462,1,1,1
u_00035,treatment_ai_dj,mood_context_listener,US,mobile,38,64.83026315789475,1.0,4,99,18,110,0.7497631578947368,1,1,1
u_00036,treatment_ai_dj,discovery_seeker,US,mobile,35,37.643142857142855,0.7714285714285715,9,35,2,66,0.4105714285714286,1,1,0
u_00037,control_standard_recs,discovery_seeker,US,desktop,27,42.72666666666666,0.8888888888888888,5,31,4,63,0.24388888888888888,1,1,1
u_00038,control_standard_recs,discovery_seeker,US,speaker,17,62.68588235294118,1.0,2,25,3,20,0.6148823529411764,1,1,0
u_00039,treatment_ai_dj,genre_loyalist,US,desktop,29,25.660689655172412,0.3793103448275862,7,23,5,96,0.5493793103448276,1,1,0
u_00040,control_standard_recs,casual_listener,US,mobile,22,39.280454545454546,0.8181818181818182,2,29,6,60,0.3856363636363636,1,1,1
u_00041,control_standard_recs,genre_loyalist,IE,speaker,35,29.395999999999997,0.4,5,31,7,86,0.6479428571428572,1,1,0
u_00042,control_standard_recs,genre_loyalist,IE,car,28,33.13035714285714,0.5,4,24,1,41,0.5551428571428572,1,1,0
u_00043,control_standard_recs,heavy_playlist_user,US,mobile,48,30.968541666666667,0.4791666666666667,5,37,4,90,0.5355625,1,1,1
u_00044,treatment_ai_dj,heavy_playlist_user,US,mobile,29,35.33586206896552,0.7241379310344828,8,36,4,56,0.6982758620689655,1,1,0
u_00045,control_standard_recs,discovery_seeker,US,mobile,28,74.42035714285714,1.0,6,50,4,47,0.4285357142857143,1,1,1
u_00046,treatment_ai_dj,discovery_seeker,US,mobile,28,60.29928571428571,1.0,9,61,12,76,0.5507857142857143,1,1,1
u_00047,control_standard_recs,discovery_seeker,IE,desktop,23,55.02608695652174,1.0,2,21,0,39,0.4520434782608696,1,1,1
u_00048,treatment_ai_dj,casual_listener,US,speaker,19,48.77789473684211,0.8947368421052632,4,34,5,48,0.4663684210526316,1,1,0
u_00049,treatment_ai_dj,casual_listener,CA,mobile,17,23.988235294117647,0.23529411764705882,3,14,2,50,0.465,1,1,1
u_00050,control_standard_recs,discovery_seeker,US,speaker,30,48.315666666666665,0.9666666666666667,4,28,4,62,0.6510666666666667,1,1,0
u_00051,treatment_ai_dj,discovery_seeker,IE,speaker,22,63.26636363636363,1.0,6,50,6,37,0.5016818181818182,1,1,1
u_00052,treatment_ai_dj,mood_context_listener,US,car,32,32.8959375,0.625,9,43,4,94,0.25575,1,1,1
u_00053,treatment_ai_dj,genre_loyalist,CA,mobile,29,56.73413793103448,1.0,5,57,9,62,0.18513793103448276,1,1,1
u_00054,treatment_ai_dj,discovery_seeker,US,car,41,57.1470731707317,1.0,14,81,11,103,0.256,1,1,0
u_00055,treatment_ai_dj,genre_loyalist,UK,mobile,31,67.23451612903226,1.0,8,68,10,87,0.23551612903225808,1,1,1
u_00056,treatment_ai_dj,casual_listener,US,mobile,17,33.501176470588234,0.6470588235294118,3,17,6,44,0.8371764705882353,1,1,0
u_00057,control_standard_recs,discovery_seeker,US,mobile,24,32.55125,0.5416666666666666,3,15,0,44,0.5867083333333333,1,1,1
u_00058,control_standard_recs,genre_loyalist,AU,mobile,23,31.61913043478261,0.6086956521739131,1,16,3,42,0.4218695652173913,1,1,1
u_00059,control_standard_recs,genre_loyalist,AU,desktop,17,53.98647058823529,1.0,3,21,3,26,0.8602941176470589,1,1,0
u_00060,control_standard_recs,discovery_seeker,AU,mobile,29,19.972758620689657,0.13793103448275862,2,11,3,58,0.6627241379310346,1,1,0
u_00061,control_standard_recs,mood_context_listener,UK,mobile,34,14.112647058823528,0.0,7,11,1,56,0.2446470588235294,1,1,1
u_00062,control_standard_recs,mood_context_listener,CA,mobile,34,38.911764705882355,0.9117647058823529,5,42,6,76,0.22188235294117648,1,1,0
u_00063,treatment_ai_dj,genre_loyalist,US,desktop,35,39.936,0.8571428571428571,8,41,7,68,0.42565714285714285,1,1,1
u_00064,control_standard_recs,genre_loyalist,US,mobile,20,38.745,0.85,3,26,4,30,0.4142,1,1,0
u_00065,control_standard_recs,genre_loyalist,US,speaker,23,49.45782608695652,0.9565217391304348,3,25,4,49,0.5177826086956522,1,1,0
u_00066,treatment_ai_dj,casual_listener,UK,mobile,23,31.031304347826087,0.4782608695652174,2,26,2,43,0.7323478260869566,1,1,1
u_00067,control_standard_recs,discovery_seeker,US,mobile,28,20.543928571428573,0.25,1,14,0,54,0.4857142857142857,1,1,0
u_00068,treatment_ai_dj,casual_listener,US,mobile,26,65.99576923076924,0.9615384615384616,4,45,8,54,0.9651153846153846,1,1,1
u_00069,control_standard_recs,genre_loyalist,UK,mobile,30,27.743333333333332,0.43333333333333335,4,19,3,53,0.6192333333333334,1,1,1
u_00070,treatment_ai_dj,genre_loyalist,CA,mobile,38,31.729736842105265,0.5789473684210527,9,43,5,73,0.6282368421052632,1,1,1
u_00071,treatment_ai_dj,casual_listener,US,mobile,19,51.54105263157894,0.9473684210526315,0,27,5,41,0.5042631578947369,1,1,1
u_00072,control_standard_recs,mood_context_listener,US,car,39,34.420512820512826,0.717948717948718,5,28,2,89,0.7456153846153847,1,1,1
u_00073,control_standard_recs,mood_context_listener,US,desktop,31,35.95967741935484,0.7741935483870968,6,25,5,55,0.545741935483871,1,1,0
u_00074,treatment_ai_dj,heavy_playlist_user,US,mobile,36,51.509166666666665,1.0,4,55,10,56,0.34955555555555556,1,1,0
u_00075,treatment_ai_dj,genre_loyalist,US,mobile,34,57.89176470588235,1.0,8,60,5,90,0.5216176470588235,1,1,0
u_00076,treatment_ai_dj,mood_context_listener,UK,speaker,37,42.468108108108105,0.918918918918919,7,46,9,69,0.624,1,1,1
u_00077,treatment_ai_dj,casual_listener,UK,mobile,17,63.2535294117647,1.0,3,43,4,36,0.3739411764705882,1,1,1
u_00078,control_standard_recs,heavy_playlist_user,UK,mobile,31,14.648709677419355,0.03225806451612903,1,13,1,56,0.32093548387096776,1,1,0
u_00079,control_standard_recs,casual_listener,US,desktop,21,42.21857142857143,1.0,2,26,2,54,0.4727142857142857,1,1,1
u_00080,control_standard_recs,heavy_playlist_user,CA,desktop,45,27.736000000000004,0.4222222222222222,2,36,2,70,0.5139111111111111,1,1,1
u_00081,treatment_ai_dj,discovery_seeker,US,mobile,23,66.40739130434783,1.0,6,60,8,57,0.6220869565217392,1,1,1
u_00082,treatment_ai_dj,mood_context_listener,US,mobile,30,48.839000000000006,0.9666666666666667,5,48,9,62,0.7651,1,1,0
u_00083,control_standard_recs,mood_context_listener,CA,mobile,27,28.254074074074076,0.5185185185185185,3,27,2,63,0.4862592592592592,1,1,1
u_00084,control_standard_recs,casual_listener,US,desktop,22,43.18090909090909,0.9545454545454546,0,26,2,41,0.4723636363636363,1,1,0
u_00085,control_standard_recs,genre_loyalist,US,mobile,25,47.5228,1.0,2,38,7,45,0.56268,1,1,1
u_00086,control_standard_recs,mood_context_listener,AU,mobile,28,46.785357142857144,1.0,2,48,7,75,0.3069285714285714,1,1,1
u_00087,treatment_ai_dj,genre_loyalist,US,mobile,24,33.319583333333334,0.5833333333333334,6,31,4,66,0.2635,1,1,1
u_00088,treatment_ai_dj,mood_context_listener,UK,mobile,31,39.79677419354839,0.8709677419354839,5,44,6,61,0.43048387096774193,1,1,1
u_00089,treatment_ai_dj,genre_loyalist,US,car,26,46.78807692307692,1.0,8,47,7,57,0.447423076923077,1,1,0
u_00090,control_standard_recs,discovery_seeker,UK,speaker,27,42.48111111111111,0.9629629629629629,3,34,1,55,0.45366666666666666,1,1,1
u_00091,control_standard_recs,discovery_seeker,US,desktop,22,51.79318181818182,1.0,3,40,7,39,0.40804545454545454,1,1,0
u_00092,treatment_ai_dj,casual_listener,US,mobile,29,22.174482758620687,0.1724137931034483,3,16,5,68,0.576551724137931,1,1,1
u_00093,treatment_ai_dj,heavy_playlist_user,UK,mobile,52,49.77153846153846,1.0,12,73,5,110,0.5539615384615385,1,1,0
u_00094,treatment_ai_dj,discovery_seeker,US,mobile,29,46.78344827586207,0.9310344827586207,7,51,4,71,0.4006551724137931,1,1,1
u_00095,treatment_ai_dj,genre_loyalist,US,mobile,29,34.286206896551725,0.6206896551724138,3,37,3,50,0.25351724137931037,1,1,0
u_00096,control_standard_recs,genre_loyalist,US,car,28,30.22214285714286,0.5,7,22,2,51,0.14453571428571427,1,1,1
u_00097,treatment_ai_dj,genre_loyalist,US,mobile,28,44.94714285714286,0.9285714285714286,4,36,6,52,0.265,1,1,1
u_00098,control_standard_recs,mood_context_listener,US,mobile,14,12.596428571428572,0.07142857142857142,3,7,2,35,0.3171428571428571,1,1,0
u_00099,control_standard_recs,mood_context_listener,US,mobile,20,28.288999999999998,0.5,2,12,0,37,0.28915,1,1,0
u_00100,control_standard_recs,discovery_seeker,AU,desktop,29,31.794827586206896,0.5517241379310345,7,21,2,42,0.43851724137931036,1,1,1
u_00101,control_standard_recs,heavy_playlist_user,US,mobile,40,44.5005,0.95,8,48,6,58,0.237775,1,1,1
u_00102,treatment_ai_dj,heavy_playlist_user,US,mobile,53,37.59358490566038,0.7169811320754716,13,66,4,130,0.3887169811320755,1,1,1
u_00103,control_standard_recs,genre_loyalist,US,mobile,25,36.0828,0.72,2,15,2,34,0.19728,1,1,1
u_00104,treatment_ai_dj,mood_context_listener,US,speaker,35,63.473142857142854,1.0,5,85,11,107,0.24062857142857144,1,1,1
u_00105,treatment_ai_dj,casual_listener,AU,mobile,25,56.01559999999999,1.0,6,47,6,56,0.6274799999999999,1,1,1
u_00106,control_standard_recs,casual_listener,US,car,14,49.337857142857146,1.0,2,19,1,14,0.6211428571428571,1,1,0
u_00107,control_standard_recs,mood_context_listener,IE,speaker,26,30.157307692307693,0.5,3,23,4,60,0.23215384615384618,1,1,1
u_00108,treatment_ai_dj,discovery_seeker,US,mobile,26,52.62615384615385,0.9615384615384616,9,57,8,59,0.3887307692307692,1,1,1
u_00109,control_standard_recs,mood_context_listener,CA,speaker,30,33.684,0.6333333333333333,4,34,3,67,0.4798666666666666,1,1,1
u_00110,control_standard_recs,mood_context_listener,US,mobile,30,38.482,0.8333333333333334,4,17,3,48,0.8336333333333333,1,1,1
u_00111,control_standard_recs,casual_listener,AU,car,15,40.25066666666667,0.8,2,12,3,31,0.41933333333333334,1,1,1
u_00112,control_standard_recs,mood_context_listener,US,mobile,24,32.30375,0.5416666666666666,3,25,1,37,0.229625,1,1,1
u_00113,treatment_ai_dj,discovery_seeker,US,mobile,41,67.15829268292683,1.0,5,76,15,97,0.7650243902439025,1,1,1
u_00114,treatment_ai_dj,genre_loyalist,US,mobile,34,39.412058823529414,0.8823529411764706,11,47,6,78,0.20441176470588235,1,1,0
u_00115,treatment_ai_dj,genre_loyalist,US,mobile,26,50.931538461538466,0.9615384615384616,6,49,7,67,0.48338461538461536,1,1,1
u_00116,treatment_ai_dj,mood_context_listener,AU,car,32,63.604375,1.0,7,63,10,68,0.843,1,1,1
u_00117,treatment_ai_dj,casual_listener,US,mobile,26,53.88884615384616,1.0,5,62,6,70,0.2291153846153846,1,1,1
u_00118,control_standard_recs,genre_loyalist,US,desktop,23,22.133478260869566,0.21739130434782608,2,15,4,41,0.39508695652173914,1,1,1
u_00119,treatment_ai_dj,heavy_playlist_user,CA,mobile,45,50.87177777777778,0.9555555555555556,14,80,11,113,0.46242222222222223,1,1,1
u_00120,treatment_ai_dj,heavy_playlist_user,US,car,43,57.29139534883721,1.0,7,85,14,110,0.9664186046511627,1,1,1
u_00121,treatment_ai_dj,heavy_playlist_user,IE,mobile,51,57.66156862745098,1.0,17,77,16,117,0.647843137254902,1,1,1
u_00122,treatment_ai_dj,casual_listener,CA,mobile,23,27.354347826086954,0.43478260869565216,3,21,3,57,0.7555217391304347,1,1,1
u_00123,control_standard_recs,discovery_seeker,UK,mobile,45,32.68555555555555,0.5777777777777777,8,40,3,73,0.5957555555555556,1,1,1
u_00124,control_standard_recs,discovery_seeker,AU,desktop,30,52.622,1.0,8,40,7,48,0.6716333333333334,1,1,0
u_00125,control_standard_recs,heavy_playlist_user,US,mobile,31,31.54548387096774,0.5806451612903226,3,31,3,67,0.39838709677419354,1,1,1
u_00126,control_standard_recs,discovery_seeker,US,mobile,28,41.89107142857143,0.8928571428571429,2,35,5,51,0.6540714285714285,1,1,1
u_00127,treatment_ai_dj,casual_listener,US,mobile,16,55.409375,1.0,3,30,3,46,0.275,1,1,1
u_00128,treatment_ai_dj,mood_context_listener,US,desktop,31,42.80064516129032,0.9032258064516129,5,43,6,69,0.12829032258064516,1,1,0
u_00129,control_standard_recs,casual_listener,CA,mobile,19,29.90473684210526,0.42105263157894735,3,9,2,31,0.9381052631578948,1,1,1
u_00130,treatment_ai_dj,mood_context_listener,AU,mobile,44,36.06977272727273,0.75,13,48,4,74,0.8446590909090909,1,1,0
u_00131,control_standard_recs,heavy_playlist_user,US,mobile,35,41.000571428571426,0.8,4,37,2,51,0.7987428571428571,1,1,1
u_00132,control_standard_recs,heavy_playlist_user,US,speaker,33,23.51060606060606,0.21212121212121213,6,20,0,56,0.6029696969696969,1,1,0
u_00133,control_standard_recs,discovery_seeker,IE,car,28,39.33428571428572,0.8214285714285714,5,25,4,33,0.8997857142857143,1,1,1
u_00134,control_standard_recs,casual_listener,US,mobile,21,40.25952380952381,0.9047619047619048,2,30,4,37,0.5084285714285715,1,1,1
u_00135,treatment_ai_dj,heavy_playlist_user,US,mobile,44,61.92613636363637,1.0,7,99,10,112,0.9536818181818183,1,1,1
u_00136,control_standard_recs,heavy_playlist_user,US,mobile,34,45.87647058823529,0.9705882352941176,7,36,5,65,0.6659999999999999,1,1,1
u_00137,treatment_ai_dj,heavy_playlist_user,AU,mobile,41,39.973414634146344,0.8048780487804879,12,68,7,105,0.7701463414634147,1,1,1
u_00138,treatment_ai_dj,casual_listener,US,mobile,28,58.91142857142857,1.0,4,56,7,51,0.5281071428571429,1,1,0
u_00139,control_standard_recs,heavy_playlist_user,CA,desktop,38,35.59763157894737,0.7368421052631579,6,34,4,71,0.6974473684210526,1,1,1
u_00140,treatment_ai_dj,heavy_playlist_user,CA,mobile,37,33.1872972972973,0.5945945945945946,7,36,3,65,0.2834864864864865,1,1,1
u_00141,treatment_ai_dj,genre_loyalist,US,car,24,42.52125,0.875,5,32,9,41,0.7456666666666667,1,1,1
u_00142,control_standard_recs,heavy_playlist_user,US,mobile,35,55.38657142857143,1.0,3,39,4,62,0.6238285714285714,1,1,1
u_00143,control_standard_recs,mood_context_listener,AU,desktop,25,37.51,0.84,7,26,4,42,0.8046800000000001,1,1,0
u_00144,control_standard_recs,genre_loyalist,US,mobile,19,36.41105263157895,0.7894736842105263,1,25,2,32,0.7306842105263158,1,1,1
u_00145,control_standard_recs,casual_listener,CA,mobile,20,55.255500000000005,1.0,2,33,5,41,0.5421,1,1,1
u_00146,control_standard_recs,genre_loyalist,IE,mobile,23,21.94782608695652,0.08695652173913043,1,13,1,45,0.6629565217391304,1,1,1
u_00147,treatment_ai_dj,casual_listener,UK,mobile,29,26.607931034482757,0.3793103448275862,3,27,3,54,0.5017241379310345,1,1,1
u_00148,treatment_ai_dj,discovery_seeker,CA,mobile,26,28.150384615384613,0.5,7,15,2,48,0.37253846153846154,1,1,0
u_00149,control_standard_recs,discovery_seeker,CA,desktop,34,47.18588235294118,1.0,4,41,8,61,0.41402941176470587,1,1,1
u_00150,control_standard_recs,casual_listener,AU,car,23,38.02652173913044,0.7391304347826086,4,39,3,47,0.29295652173913045,1,1,1
u_00151,treatment_ai_dj,discovery_seeker,US,mobile,40,68.58675,1.0,7,97,18,95,0.53685,1,1,1
u_00152,control_standard_recs,casual_listener,US,mobile,14,39.674285714285716,0.7857142857142857,3,10,1,31,0.6147857142857143,1,1,0
u_00153,control_standard_recs,heavy_playlist_user,US,mobile,34,32.1814705882353,0.5294117647058824,6,32,3,68,0.1506764705882353,1,1,0
u_00154,control_standard_recs,mood_context_listener,UK,mobile,21,34.56666666666666,0.7142857142857143,6,14,3,33,0.6619047619047619,1,1,0
u_00155,treatment_ai_dj,casual_listener,US,mobile,16,48.609375,1.0,1,21,2,38,0.4125,1,1,0
u_00156,control_standard_recs,mood_context_listener,CA,speaker,29,18.254827586206897,0.10344827586206896,7,5,2,53,0.6318275862068966,1,1,0
u_00157,treatment_ai_dj,genre_loyalist,US,car,25,77.02,1.0,7,72,8,73,0.52696,1,1,1
u_00158,treatment_ai_dj,discovery_seeker,UK,car,24,54.821666666666665,1.0,4,51,5,48,0.584875,1,1,1
u_00159,control_standard_recs,casual_listener,US,mobile,17,39.40529411764706,0.7647058823529411,1,13,4,40,0.08652941176470587,1,1,1
u_00160,treatment_ai_dj,genre_loyalist,CA,speaker,30,55.97833333333334,1.0,12,70,10,84,0.4748333333333334,1,1,1
u_00161,control_standard_recs,heavy_playlist_user,US,desktop,41,46.51439024390244,0.975609756097561,8,55,9,83,0.5398048780487805,1,1,1
u_00162,treatment_ai_dj,heavy_playlist_user,US,mobile,32,44.651875,0.9375,7,47,4,69,0.67540625,1,1,1
u_00163,treatment_ai_dj,casual_listener,US,mobile,18,35.614444444444445,0.6666666666666666,5,19,5,50,0.5361666666666667,1,1,1
u_00164,treatment_ai_dj,casual_listener,CA,speaker,12,50.310833333333335,0.9166666666666666,3,20,2,30,0.67325,1,1,0
u_00165,control_standard_recs,discovery_seeker,US,mobile,30,44.85366666666667,0.9333333333333333,5,32,5,41,0.09826666666666667,1,1,1
u_00166,treatment_ai_dj,discovery_seeker,US,mobile,44,41.33772727272727,0.8863636363636364,10,65,13,111,0.4491136363636363,1,1,0
u_00167,control_standard_recs,casual_listener,IE,mobile,20,49.7995,1.0,3,22,6,49,0.8425,1,1,0
u_00168,control_standard_recs,discovery_seeker,UK,mobile,33,42.93878787878788,0.9393939393939394,5,38,7,55,0.5276666666666667,1,1,1
u_00169,control_standard_recs,heavy_playlist_user,IE,mobile,32,44.4628125,0.96875,6,31,3,64,0.3394375,1,1,1
u_00170,treatment_ai_dj,mood_context_listener,US,car,30,58.958333333333336,1.0,7,43,6,55,0.5516666666666666,1,1,1
u_00171,treatment_ai_dj,discovery_seeker,US,desktop,30,49.120666666666665,0.9333333333333333,9,60,13,85,0.4597333333333333,1,1,1
u_00172,control_standard_recs,mood_context_listener,AU,desktop,38,41.61815789473684,0.8947368421052632,5,37,6,85,0.6190789473684211,1,1,1
u_00173,treatment_ai_dj,discovery_seeker,US,mobile,24,59.83083333333334,1.0,7,42,4,41,0.7175416666666666,1,1,1
u_00174,control_standard_recs,genre_loyalist,UK,desktop,21,27.797619047619047,0.5238095238095238,1,12,1,21,0.545,1,1,0
u_00175,treatment_ai_dj,casual_listener,US,mobile,13,42.74461538461538,0.9230769230769231,5,20,2,30,0.6002307692307692,1,1,1
u_00176,control_standard_recs,genre_loyalist,US,mobile,29,39.820344827586204,0.9310344827586207,6,27,5,43,0.3599655172413793,1,1,0
u_00177,treatment_ai_dj,mood_context_listener,US,mobile,33,33.4630303030303,0.5757575757575758,10,37,6,56,0.4126969696969697,1,1,0
u_00178,control_standard_recs,genre_loyalist,US,mobile,22,69.05090909090909,1.0,3,26,6,44,0.6048181818181818,1,1,1
u_00179,treatment_ai_dj,discovery_seeker,US,desktop,27,37.28925925925926,0.7777777777777778,6,22,3,56,0.28103703703703703,1,1,1
u_00180,control_standard_recs,genre_loyalist,US,mobile,21,22.584761904761905,0.14285714285714285,3,9,2,34,0.46485714285714286,1,1,0
u_00181,control_standard_recs,casual_listener,IE,mobile,25,50.6408,1.0,0,36,0,37,0.65508,1,1,1
u_00182,control_standard_recs,mood_context_listener,US,mobile,25,45.722,1.0,4,24,1,44,0.88092,1,1,1
u_00183,treatment_ai_dj,genre_loyalist,UK,car,26,31.279999999999998,0.6923076923076923,5,37,4,61,0.770846153846154,1,1,0
u_00184,treatment_ai_dj,discovery_seeker,CA,mobile,39,57.36538461538461,1.0,12,66,8,74,0.7824615384615385,1,1,1
u_00185,control_standard_recs,genre_loyalist,US,desktop,34,57.75558823529412,1.0,4,51,6,65,0.1388235294117647,1,1,1
u_00186,treatment_ai_dj,genre_loyalist,US,mobile,25,46.782799999999995,0.92,5,40,8,64,0.68688,1,1,1
u_00187,treatment_ai_dj,casual_listener,CA,mobile,23,72.32695652173913,1.0,6,49,12,63,0.6375217391304348,1,1,0
u_00188,treatment_ai_dj,heavy_playlist_user,UK,car,42,26.072619047619046,0.2857142857142857,11,30,3,86,0.3808333333333333,1,1,0
u_00189,treatment_ai_dj,discovery_seeker,CA,mobile,28,57.61857142857143,1.0,8,52,8,76,0.5136071428571428,1,1,0
u_00190,control_standard_recs,heavy_playlist_user,CA,mobile,45,53.34711111111111,1.0,8,65,7,95,0.5866444444444444,1,1,1
u_00191,control_standard_recs,heavy_playlist_user,IE,desktop,42,48.50785714285714,1.0,5,58,2,80,0.32740476190476187,1,1,1
u_00192,treatment_ai_dj,heavy_playlist_user,US,mobile,36,44.06055555555556,0.8611111111111112,11,54,7,74,0.8363611111111111,1,1,1
u_00193,treatment_ai_dj,genre_loyalist,US,speaker,27,44.47629629629629,0.9259259259259259,7,40,4,66,0.6800740740740742,1,1,1
u_00194,treatment_ai_dj,genre_loyalist,UK,mobile,27,47.31740740740741,0.9259259259259259,5,45,3,79,0.512037037037037,1,1,1
u_00195,control_standard_recs,casual_listener,US,mobile,18,49.75,1.0,2,18,6,35,0.7118888888888889,1,1,1
u_00196,control_standard_recs,heavy_playlist_user,AU,mobile,36,46.88333333333333,0.9722222222222222,4,46,7,57,0.42791666666666667,1,1,0
u_00197,treatment_ai_dj,discovery_seeker,US,mobile,38,59.88131578947368,1.0,10,89,10,89,0.592078947368421,1,1,1
u_00198,treatment_ai_dj,genre_loyalist,US,speaker,33,32.368181818181824,0.6363636363636364,8,28,5,54,0.24733333333333335,1,1,1
u_00199,treatment_ai_dj,discovery_seeker,CA,desktop,41,48.98853658536585,1.0,9,68,5,60,0.7449024390243902,1,1,1
u_00200,treatment_ai_dj,casual_listener,UK,mobile,24,33.155,0.5833333333333334,4,22,6,65,0.14241666666666666,1,1,0
u_00201,treatment_ai_dj,genre_loyalist,US,mobile,26,42.85346153846154,0.9230769230769231,7,41,2,54,0.7511538461538462,1,1,0
u_00202,control_standard_recs,casual_listener,US,desktop,22,47.16454545454545,1.0,2,30,4,41,0.3572727272727273,1,1,1
u_00203,control_standard_recs,heavy_playlist_user,AU,mobile,40,39.2065,0.85,3,47,2,64,0.443475,1,1,1
u_00204,treatment_ai_dj,discovery_seeker,US,mobile,27,81.95592592592592,1.0,8,55,14,62,0.11351851851851852,1,1,1
u_00205,treatment_ai_dj,casual_listener,AU,mobile,26,45.5626923076923,0.9230769230769231,5,28,5,61,0.2676923076923077,1,1,1
u_00206,control_standard_recs,genre_loyalist,US,mobile,25,34.8212,0.72,4,21,6,30,0.6873999999999999,1,1,0
u_00207,control_standard_recs,casual_listener,CA,desktop,21,35.974761904761905,0.8095238095238095,3,24,3,39,0.2777142857142857,1,1,1
u_00208,treatment_ai_dj,discovery_seeker,AU,car,35,41.07628571428572,0.8571428571428571,5,42,4,81,0.5496,1,1,1
