user_id,assignment_group,listener_cohort,new_artists_exposed,artist_follows,saves,playlist_adds,avg_recommendation_diversity,artist_follow_conversion_rate,discovery_quality_index
u_00185,control_standard_recs,genre_loyalist,65,6,51,22,0.1388235294117647,0.09230769230769231,0.314
u_00186,treatment_ai_dj,genre_loyalist,64,8,40,20,0.68688,0.125,0.419
u_00187,treatment_ai_dj,casual_listener,63,12,49,22,0.6375217391304348,0.19047619047619047,0.473
u_00188,treatment_ai_dj,heavy_playlist_user,86,3,30,10,0.3808333333333333,0.03488372093023256,0.212
u_00189,treatment_ai_dj,discovery_seeker,76,8,52,19,0.5136071428571428,0.10526315789473684,0.374
u_00190,control_standard_recs,heavy_playlist_user,95,7,65,20,0.5866444444444444,0.07368421052631578,0.375
u_00191,control_standard_recs,heavy_playlist_user,80,2,58,14,0.32740476190476187,0.025,0.298
u_00192,treatment_ai_dj,heavy_playlist_user,74,7,54,22,0.8363611111111111,0.0945945945945946,0.469
u_00193,treatment_ai_dj,genre_loyalist,66,4,40,15,0.6800740740740742,0.06060606060606061,0.377
u_00194,treatment_ai_dj,genre_loyalist,79,3,45,16,0.512037037037037,0.0379746835443038,0.314
u_00195,control_standard_recs,casual_listener,35,6,18,3,0.7118888888888889,0.17142857142857143,0.379
u_00196,control_standard_recs,heavy_playlist_user,57,7,46,9,0.42791666666666667,0.12280701754385964,0.375
u_00197,treatment_ai_dj,discovery_seeker,89,10,89,26,0.592078947368421,0.11235955056179775,0.481
u_00198,treatment_ai_dj,genre_loyalist,54,5,28,10,0.24733333333333335,0.09259259259259259,0.252
u_00199,treatment_ai_dj,discovery_seeker,60,5,68,25,0.7449024390243902,0.08333333333333333,0.528
u_00200,treatment_ai_dj,casual_listener,65,6,22,9,0.14241666666666666,0.09230769230769231,0.173
u_00201,treatment_ai_dj,genre_loyalist,54,2,41,13,0.7511538461538462,0.037037037037037035,0.427
u_00202,control_standard_recs,casual_listener,41,4,30,10,0.3572727272727273,0.0975609756097561,0.343
u_00203,control_standard_recs,heavy_playlist_user,64,2,47,10,0.443475,0.03125,0.329
u_00204,treatment_ai_dj,discovery_seeker,62,14,55,38,0.11351851851851852,0.22580645161290322,0.421
u_00205,treatment_ai_dj,casual_listener,61,5,28,11,0.2676923076923077,0.08196721311475409,0.237
u_00206,control_standard_recs,genre_loyalist,30,6,21,9,0.6873999999999999,0.2,0.462
u_00207,control_standard_recs,casual_listener,39,3,24,7,0.2777142857142857,0.07692307692307693,0.277
u_00208,treatment_ai_dj,discovery_seeker,81,4,42,13,0.5496,0.04938271604938271,0.308
u_00209,control_standard_recs,heavy_playlist_user,46,3,31,14,0.30511764705882355,0.06521739130434782,0.313
u_00210,control_standard_recs,casual_listener,21,2,8,3,0.7212,0.09523809523809523,0.33
u_00211,treatment_ai_dj,heavy_playlist_user,89,9,61,25,0.8017142857142856,0.10112359550561797,0.449
u_00212,treatment_ai_dj,casual_listener,46,5,19,5,0.8175555555555556,0.10869565217391304,0.362
u_00213,treatment_ai_dj,discovery_seeker,129,10,69,25,0.32932558139534884,0.07751937984496124,0.272
u_00214,control_standard_recs,heavy_playlist_user,35,2,24,9,0.6700689655172414,0.05714285714285714,0.398
u_00215,treatment_ai_dj,discovery_seeker,53,5,33,11,0.9116363636363637,0.09433962264150944,0.448
u_00216,control_standard_recs,casual_listener,47,1,21,13,0.2583913043478261,0.02127659574468085,0.225
u_00217,control_standard_recs,discovery_seeker,54,1,14,3,0.3339666666666667,0.018518518518518517,0.163
u_00218,treatment_ai_dj,discovery_seeker,75,6,48,25,0.4550666666666667,0.08,0.352
u_00219,treatment_ai_dj,mood_context_listener,71,8,50,20,0.51088,0.11267605633802817,0.385
u_00220,treatment_ai_dj,discovery_seeker,64,5,34,13,0.3086764705882353,0.078125,0.268
u_00221,treatment_ai_dj,heavy_playlist_user,81,9,41,13,0.46925,0.1111111111111111,0.307
u_00222,treatment_ai_dj,mood_context_listener,55,4,31,14,0.46560714285714283,0.07272727272727272,0.321
u_00223,control_standard_recs,discovery_seeker,58,2,19,4,0.23224999999999998,0.034482758620689655,0.162
u_00224,control_standard_recs,mood_context_listener,54,3,37,13,0.6391142857142857,0.05555555555555555,0.387
u_00225,control_standard_recs,discovery_seeker,68,1,26,10,0.22592307692307692,0.014705882352941176,0.179
u_00226,control_standard_recs,mood_context_listener,65,2,28,10,0.4020294117647059,0.03076923076923077,0.242
u_00227,treatment_ai_dj,casual_listener,46,3,29,12,0.4496363636363636,0.06521739130434782,0.332
u_00228,control_standard_recs,heavy_playlist_user,55,6,50,11,0.4868275862068966,0.10909090909090909,0.417
u_00229,treatment_ai_dj,genre_loyalist,58,10,49,20,0.37116666666666664,0.1724137931034483,0.416
u_00230,treatment_ai_dj,discovery_seeker,125,4,47,20,0.49443750000000003,0.032,0.253
u_00231,treatment_ai_dj,genre_loyalist,73,14,46,19,0.6005185185185185,0.1917808219178082,0.414
u_00232,treatment_ai_dj,heavy_playlist_user,73,11,59,23,0.5886153846153847,0.1506849315068493,0.449
u_00233,treatment_ai_dj,casual_listener,57,4,41,16,0.23629629629629628,0.07017543859649122,0.306
u_00234,control_standard_recs,casual_listener,30,1,18,4,0.22258823529411764,0.03333333333333333,0.237
u_00235,control_standard_recs,heavy_playlist_user,66,4,34,15,0.4346176470588235,0.06060606060606061,0.293
u_00236,treatment_ai_dj,heavy_playlist_user,96,7,77,23,0.7819069767441861,0.07291666666666667,0.457
u_00237,control_standard_recs,mood_context_listener,62,2,27,13,0.306425,0.03225806451612903,0.228
u_00238,control_standard_recs,heavy_playlist_user,69,7,29,6,0.23026829268292684,0.10144927536231885,0.211
u_00239,treatment_ai_dj,mood_context_listener,82,8,50,17,0.5494,0.0975609756097561,0.355
u_00240,control_standard_recs,heavy_playlist_user,51,7,39,17,0.604081081081081,0.13725490196078433,0.44
u_00241,treatment_ai_dj,discovery_seeker,87,9,54,19,0.7145333333333334,0.10344827586206896,0.403
u_00242,treatment_ai_dj,casual_listener,52,5,46,19,0.4813913043478261,0.09615384615384616,0.43
u_00243,treatment_ai_dj,heavy_playlist_user,83,2,44,21,0.14155263157894735,0.024096385542168676,0.214
u_00244,control_standard_recs,genre_loyalist,53,6,26,13,0.3430740740740741,0.11320754716981132,0.285
u_00245,control_standard_recs,casual_listener,39,0,16,6,0.11858823529411765,0.0,0.155
u_00246,treatment_ai_dj,discovery_seeker,95,14,75,34,0.46040000000000003,0.14736842105263157,0.418
u_00247,control_standard_recs,mood_context_listener,82,6,48,16,0.45622857142857143,0.07317073170731707,0.315
u_00248,treatment_ai_dj,genre_loyalist,54,9,36,12,0.6012307692307692,0.16666666666666666,0.409
u_00249,treatment_ai_dj,discovery_seeker,65,6,51,7,0.47429629629629627,0.09230769230769231,0.363
u_00250,treatment_ai_dj,discovery_seeker,69,1,37,16,0.7762142857142857,0.014492753623188406,0.368
u_00251,control_standard_recs,casual_listener,38,0,17,6,0.7998571428571429,0.0,0.335
u_00252,control_standard_recs,discovery_seeker,37,5,31,6,0.6339,0.13513513513513514,0.44
u_00253,treatment_ai_dj,discovery_seeker,49,2,34,17,0.5747619047619048,0.04081632653061224,0.383
u_00254,control_standard_recs,casual_listener,25,0,8,4,0.5221764705882354,0.0,0.235
u_00255,control_standard_recs,heavy_playlist_user,90,6,56,14,0.50475,0.06666666666666667,0.328
u_00256,treatment_ai_dj,discovery_seeker,64,8,39,21,0.4733714285714286,0.125,0.364
u_00257,treatment_ai_dj,heavy_playlist_user,71,8,58,24,0.6025384615384615,0.11267605633802817,0.445
u_00258,treatment_ai_dj,mood_context_listener,62,7,40,16,0.44752000000000003,0.11290322580645161,0.351
u_00259,treatment_ai_dj,casual_listener,55,7,28,13,0.7525999999999999,0.12727272727272726,0.395
u_00260,control_standard_recs,genre_loyalist,54,4,27,8,0.44636000000000003,0.07407407407407407,0.285
u_00261,treatment_ai_dj,genre_loyalist,64,3,33,12,0.487625,0.046875,0.295
u_00262,treatment_ai_dj,mood_context_listener,69,4,47,19,0.4938529411764706,0.057971014492753624,0.355
u_00263,control_standard_recs,casual_listener,55,8,28,12,0.17113636363636364,0.14545454545454545,0.254
u_00264,treatment_ai_dj,heavy_playlist_user,119,15,66,26,0.2697083333333333,0.12605042016806722,0.283
u_00265,treatment_ai_dj,genre_loyalist,44,7,56,14,0.2653478260869565,0.1590909090909091,0.42
u_00266,treatment_ai_dj,discovery_seeker,79,9,77,35,0.5831999999999999,0.11392405063291139,0.496
u_00267,treatment_ai_dj,casual_listener,49,1,29,5,0.17704347826086958,0.02040816326530612,0.215
u_00268,treatment_ai_dj,genre_loyalist,53,5,35,15,0.6849285714285714,0.09433962264150944,0.412
u_00269,control_standard_recs,heavy_playlist_user,80,1,33,11,0.49877777777777776,0.0125,0.253
u_00270,control_standard_recs,discovery_seeker,52,5,31,11,0.541952380952381,0.09615384615384616,0.35
u_00271,treatment_ai_dj,genre_loyalist,61,7,66,21,0.582,0.11475409836065574,0.487
u_00272,treatment_ai_dj,discovery_seeker,49,5,42,13,0.631421052631579,0.10204081632653061,0.448
u_00273,treatment_ai_dj,heavy_playlist_user,86,10,58,19,0.6748285714285714,0.11627906976744186,0.411
